no,모델명,연월,연식,연료,인승,최대출력(마력),기통,최대토크(kgm),구동방식,자동수동,국산/수입,신차가(만원),가격(만원),주행거리
195,르노삼성 QM6 2.0 dCi 2WD RE 시그니처,17/02,2017.0,디젤,,177.0,4.0,38.8,FF,,국산,3335.0,2390.0,60000
196,쌍용 액티언 CX7 2WD 고급형,07/12(08년형),2008.0,디젤,,142.0,4.0,31.6,FR,,국산,2096.0,430.0,160000
197,현대 뉴 i30 1.6 VGT 유니크,12/11,2012.0,디젤,,128.0,4.0,26.5,FF,,국산,2045.0,1280.0,80000
198,현대 뉴 제네시스 G330 프리미엄 AWD,14/06,2014.0,가솔린,,282.0,6.0,35.4,AWD,,국산,5510.0,4130.0,40000
199,현대 제네시스 BH330 그랜드,09/07(10년형),2010.0,가솔린,,262.0,6.0,32.1,FR,,국산,4149.0,1059.0,170000
200,르노삼성 SM5 노바 LPLi 택시/렌터카 최고급형,15/11(16년형),2016.0,LPG,,,,,,,국산,,850.0,60000
201,르노삼성 SM5 노바 LPLi LE,15/07,2015.0,LPG,,,,,,,국산,,1290.0,50000
202,기아 올 뉴 모닝 1.0 가솔린 디럭스,13/11(14년형),2014.0,가솔린,,,3.0,,FF,,국산,1070.0,548.0,60000
203,현대 제네시스 BH330 그랜드,10/08(11년형),2011.0,가솔린,,262.0,6.0,32.1,FR,,국산,4149.0,790.0,160000
204,현대 뉴 에쿠스 VS 380 럭셔리,09/03(10년형),2010.0,가솔린,,290.0,6.0,36.5,FR,,국산,6622.0,1690.0,120000
205,현대 투싼ix 디젤 LMX20 2WD 프리미엄,10/08(11년형),2011.0,디젤,,184.0,4.0,40.0,FF,,국산,2831.0,1100.0,150000
206,기아 봉고3 워크스루밴,16/09,2016.0,디젤,,126.0,,25.5,,,국산,,1592.0,20000
207,기아 K7 VG270 LPI 프레스티지 프리미엄,11/01,2011.0,LPG,,165.0,,25.0,FF,,국산,,1190.0,100000
208,현대 그랜져HG 220 디젤 프리미엄,14/12(15년형),2015.0,디젤,,202.0,4.0,45.0,FF,,국산,3389.0,1990.0,100000
209,현대 뉴 제네시스 G330 프리미엄 AWD,14/04(15년형),2015.0,가솔린,,282.0,6.0,35.4,AWD,,국산,5401.0,3530.0,90000
210,기아 K5 2.0 LPi 프레스티지,12/10(13년형),2013.0,LPG,,144.0,,19.3,FF,,국산,,940.0,70000
211,현대 e마이티 3.5톤 슈퍼캡 골드,07/01,2007.0,디젤,,,,,,수동,국산,,1950.0,150000
212,기아 더 뉴 모닝 바이퓨얼 럭셔리,16/10,2016.0,가솔린/LPG겸용,,78.0,3.0,9.6,FF,,국산,1320.0,799.0,20000
213,현대 그랜저 뉴 럭셔리 Q270 LPi 팩 II,08/02(09년형),2009.0,LPG,,165.0,,25.0,FF,,국산,2505.0,750.0,230000
214,현대 LF쏘나타 2.0 CVVL 스마트 스페셜,16/12(17년형),2017.0,가솔린,,168.0,4.0,20.5,FF,,국산,2695.0,1290.0,90000
215,기아 쏘렌토 2.5 VGT 프리미엄 4WD,05/12(06년형),2006.0,디젤,,174.0,,41.0,4WD,,국산,,570.0,240000
216,기아 그랜드카니발 R 하이리무진 11인승 2.2 GLX 최고급형,13/11(14년형),2014.0,디젤,,197.0,4.0,44.5,FF,,국산,4306.0,2050.0,100000
217,쌍용 체어맨W CW600 프레스티지,11/02,2011.0,가솔린,,225.0,6.0,30.2,FR,,국산,5615.0,899.0,120000
218,현대 그랜드스타렉스 VAN 3인승 스마트,16/03(17년형),2017.0,디젤,,175.0,,46.0,FR,,국산,,1455.0,90000
219,현대 제네시스 쿠페 380 GT R,09/10(10년형),2010.0,가솔린,,,,,,수동,국산,3392.0,890.0,130000
220,GM대우 티코 슈퍼,96/06,1996.0,가솔린,,41.0,,6.0,FF,,국산,,199.0,200000
221,현대 티뷰론터뷸런스 2.0 타입-R,99/09,1999.0,가솔린,4.0,153.0,,19.5,FF,수동,국산,,380.0,10000
222,현대 싼타페TM 2.0 디젤 2WD 프리미엄,18/06(19년형),2019.0,디젤,,186.0,4.0,41.0,FF,,국산,2950.0,2490.0,40000
223,GM대우 마티즈2 MX 고급형,01/06,2001.0,가솔린,5.0,52.0,3.0,7.3,FF,수동,국산,786.0,99.0,160000
224,쌍용 뉴카이런 2.0 EV5 2WD 고급형,07/12(08년형),2008.0,디젤,,151.0,4.0,33.8,FF,,국산,2328.0,530.0,140000
225,기아 더 뉴 K5 2.0 럭셔리 트렌디,14/03,2014.0,가솔린,,172.0,4.0,20.5,FF,,국산,2485.0,1090.0,90000
226,르노삼성 SM7 VQ23 LE,07/03,2007.0,가솔린,,170.0,6.0,23.0,FF,,국산,2930.0,580.0,110000
227,기아 K5 2.0 프레스티지,11/09(12년형),2012.0,가솔린,,165.0,4.0,20.2,FF,,국산,2600.0,1190.0,80000
228,쌍용 뉴체어맨 CM600S 마제스티S,07/12(08년형),2008.0,가솔린,,220.0,6.0,32.0,FR,,국산,6090.0,850.0,130000
229,기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,14/05,2014.0,디젤,,184.0,4.0,41.0,FF,,국산,2565.0,1590.0,110000
230,현대 그랜저 뉴 럭셔리 Q270 LPi 장애인용,08/05(09년형),2009.0,LPG,,165.0,,25.0,FF,,국산,2496.0,890.0,160000
231,현대 벨로스터 1.6 T-GDi 스포츠 코어,18/10,2018.0,가솔린,,204.0,4.0,27.0,FF,,국산,2563.0,1690.0,20000
232,현대 뉴 제네시스 G330 모던,15/03(16년형),2016.0,가솔린,,282.0,6.0,35.4,FR,,국산,4650.0,2490.0,150000
233,현대 뉴 에쿠스 VL 380 프레스티지,14/08(15년형),2015.0,가솔린,,334.0,6.0,40.3,FR,,국산,13579.0,2390.0,180000
234,현대 그랜드스타렉스 캠핑카,13/02,2013.0,디젤,,174.0,,41.0,,,국산,,1590.0,50000
235,현대 그랜져TG L330 탑,05/08,2005.0,가솔린,,233.0,6.0,31.0,FF,,국산,3577.0,630.0,190000
236,기아 뉴모닝 SLX 고급형 블랙 프리미엄,09/04,2009.0,가솔린,,64.0,4.0,8.8,FF,,국산,881.0,280.0,60000
237,현대 그랜져TG Q270 LPI 장애인용,06/12(07년형),2007.0,LPG,,165.0,,25.0,FF,,국산,24120.0,990.0,170000
238,기아 카니발2 9인승 디젤 파크,02/05,2002.0,디젤,,145.0,,33.0,FF,,국산,,380.0,190000
239,기아 뉴모닝 SLX 고급형,09/05,2009.0,가솔린,,64.0,4.0,8.8,FF,,국산,835.0,270.0,90000
240,기아 올 뉴 모닝 1.0 가솔린 럭셔리,17/07,2017.0,가솔린,,,3.0,,FF,,국산,1180.0,540.0,40000
241,기아 K5 2.0 스마트,12/08(13년형),2013.0,가솔린,,172.0,4.0,20.5,FF,,국산,2195.0,1100.0,160000
242,쉐보레 스파크 LT 스페셜 에디션,12/08,2012.0,가솔린,5.0,70.0,4.0,9.4,FF,수동,국산,1049.0,499.0,40000
243,르노삼성 뉴 QM5 디젤 2WD LE,13/02,2013.0,디젤,,173.0,4.0,36.7,FF,,국산,2830.0,1560.0,70000
244,현대 투싼 2.0 VGT 디젤 베스트 레이디 MX 2WD,06/12(07년형),2007.0,디젤,,146.0,4.0,32.0,FF,,국산,2183.0,470.0,160000
245,기아 올 뉴 카니발 2.2 디젤 9인승 럭셔리,15/05(16년형),2016.0,디젤,,202.0,4.0,45.0,FF,,국산,2990.0,2580.0,30000
246,현대 제네시스 쿠페 380 GT R,10/03,2010.0,가솔린,,303.0,6.0,36.8,FR,,국산,3392.0,1350.0,100000
247,쉐보레 스파크 LT,13/02,2013.0,가솔린,,70.0,4.0,9.4,FF,,국산,1143.0,480.0,70000
248,쌍용 뉴체어맨 CM500S 마제스티S,07/08,2007.0,가솔린,,197.0,6.0,27.6,FR,,국산,5042.0,150.0,110000
249,쉐보레 더 넥스트 스파크 1.0 LT 플러스 ,16/03,2016.0,가솔린,,75.0,4.0,9.6,FF,,국산,1136.0,31.0,27
250,현대 뉴 투싼ix 2.0 디젤 2WD 스마트 스페셜,14/02,2014.0,디젤,,184.0,4.0,40.0,FF,,국산,2380.0,1820.0,50000
251,현대 엑센트 1.6 VGT 위트 모던,14/01,2014.0,디젤,,,,,,수동,국산,1574.0,499.0,120000
252,기아 쏘울 1.6 U 고급형,09/03(10년형),2010.0,가솔린,,124.0,4.0,15.9,FF,,국산,1301.0,320.0,80000
253,기아 K7 VG270 럭셔리 프리미엄,10/07(11년형),2011.0,가솔린,,200.0,6.0,26.0,FF,,국산,3590.0,1060.0,130000
254,르노삼성 뉴SM5 플래티넘 LE ,13/04,2013.0,가솔린,,141.0,4.0,19.8,FF,,국산,2660.0,1650.0,10000
255,기아 뉴 오피러스 GH270 LPI 최고급형 럭셔리,07/10(08년형),2008.0,LPG,,165.0,,25.0,FF,,국산,3611.0,530.0,210000
256,기아 K5 2.0 터보 노블레스,11/10(12년형),2012.0,가솔린,,271.0,4.0,37.1,FF,,국산,2945.0,1600.0,80000
257,현대 제네시스 쿠페 380 GT RW,10/01,2010.0,가솔린,,303.0,6.0,36.8,FR,,국산,3428.0,1150.0,120000
258,쌍용 로디우스 RD400 11인승 4WD 최고급형,05/07,2005.0,디젤,,165.0,,34.7,FF,,국산,,370.0,180000
259,현대 e-카운티 캠핑카,05/06,2005.0,디젤,,170.0,,62.0,,수동,국산,,2450.0,240000
260,현대 제네시스 쿠페 200 터보 R,10/03,2010.0,가솔린,,210.0,4.0,30.5,FR,,국산,2942.0,1260.0,70000
261,현대 투싼 2.0 CRDi 디젤 JX 2WD 기본형,04/05,2004.0,디젤,,115.0,4.0,26.0,FF,,국산,1452.0,220.0,160000
262,르노삼성 SM5 노바 RE,15/01,2015.0,가솔린,,141.0,4.0,19.8,FF,,국산,2890.0,1330.0,70000
263,현대 포터Ⅱ 초장축 슈퍼캡 CRDi 모던,16/09(17년형),2017.0,디젤,,,,,,수동,국산,,1100.0,60000
264,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,15/03,2015.0,디젤,,202.0,4.0,45.0,FF,,국산,3630.0,3250.0,20000
265,현대 뉴 에쿠스 VS 460 프레스티지,09/05(10년형),2010.0,가솔린,,366.0,8.0,44.8,FR,,국산,10900.0,1690.0,90000
266,GM대우 라세티 프리미어 SX 일반형,09/11(10년형),2010.0,디젤,5.0,124.0,4.0,15.7,FF,수동,국산,1571.0,670.0,140000
267,기아 봉고3 1톤 4X2 CRDI 초장축 킹캡,15/09(16년형),2016.0,디젤,,126.0,,26.5,FR,,국산,,1180.0,60000
268,현대 더 뉴 제네시스 쿠페 200 터보 S,12/06,2012.0,가솔린,,275.0,4.0,38.0,FR,,국산,2965.0,1750.0,90000
269,현대 그랜드스타렉스 VAN 5인승 CVX 디럭스,14/03(15년형),2015.0,디젤,,174.0,,41.0,FR,,국산,1983.0,1290.0,90000
270,르노삼성 SM7 뉴 아트 LE23,09/09,2009.0,가솔린,,170.0,6.0,23.0,FF,,국산,3020.0,450.0,150000
271,현대 e-에어로타운 캠핑카,06/10,2006.0,디젤,,,,,,수동,국산,,2650.0,240000
272,현대 e-카운티 캠핑카,06/11(07년형),2007.0,디젤,,170.0,,62.0,,수동,국산,,2200.0,400000
273,현대 NF쏘나타 LPI,07/10(08년형),2008.0,LPG,,,,,FF,,국산,,500.0,180000
274,현대 그랜드스타렉스 WAGON 12인승 CVX 디럭스,10/07(11년형),2011.0,디젤,,174.0,,41.0,FR,,국산,,745.0,150000
275,기아 레토나 크루저 GX 밴 고급형,02/03,2002.0,디젤,2.0,83.0,,19.5,4WD,수동,국산,,220.0,150000
276,기아 K7 VG270 럭셔리,10/06(11년형),2011.0,가솔린,,200.0,6.0,26.0,FF,,국산,3340.0,660.0,130000
277,현대 테라칸 2.9 CRDi 디젤 JX290 4WD 기본형,04/06,2004.0,디젤,,150.0,4.0,34.0,4WD,,국산,2406.0,680.0,170000
278,현대 뉴 카운티 장축 GOLD 25인승,13/09,2013.0,디젤,,,,,,수동,국산,,4499.0,40000
279,기아 쏘렌토 2.5 TLX 4WD 고급형,03/04,2003.0,디젤,,145.0,4.0,33.0,AWD,,국산,2460.0,650.0,180000
280,기아 더 뉴 모닝 1.0 터보 럭셔리,15/02(16년형),2016.0,가솔린,,106.0,3.0,14.0,FF,,국산,1440.0,920.0,30000
281,현대 싼타페CM 2.2 VGT CLX 2WD 최고급형,07/09(08년형),2008.0,디젤,,172.0,4.0,37.0,FF,,국산,2984.0,290.0,150000
282,현대 그랜드스타렉스 캠핑카,14/06(15년형),2015.0,디젤,,174.0,,41.0,,,국산,,3490.0,50000
283,현대 싼타페 더 프라임 2.0 디젤 2WD 프리미엄,15/11(16년형),2016.0,디젤,,186.0,4.0,41.0,FF,,국산,2985.0,1800.0,110000
284,쌍용 뉴 코란도 C 2.0 디젤 AWD CVT 고급형,14/01,2014.0,디젤,,181.0,4.0,36.7,4WD,,국산,2560.0,1490.0,40000
285,기아 올 뉴 모닝 1.0 가솔린 디럭스 스페셜,11/08(12년형),2012.0,가솔린,,82.0,3.0,9.6,FF,,국산,1050.0,220.0,60000
286,현대 에쿠스 JS 330 고급형,06/09,2006.0,가솔린,,247.0,6.0,31.5,FF,,국산,4589.0,399.0,180000
287,쉐보레 스파크 밴,12/09,2012.0,가솔린,,70.0,,9.4,FF,,국산,,260.0,80000
288,현대 싼타페 더스타일 2.0 e-VGT MLX 2WD 프리미어,10/08(11년형),2011.0,디젤,,184.0,4.0,40.0,FF,,국산,3112.0,899.0,180000
289,현대 그랜져HG 240 럭셔리,11/12(12년형),2012.0,가솔린,,201.0,4.0,25.5,FF,,국산,2994.0,1190.0,160000
290,현대 LF쏘나타 2.0 LPi 스마트,14/07(15년형),2015.0,LPG,,151.0,,19.8,FF,,국산,,870.0,70000
291,기아 스포티지R 2.0 디젤 2WD TLX 고급형,11/01,2011.0,디젤,,184.0,4.0,40.0,FF,,국산,2187.0,1490.0,50000
292,기아 올 뉴 모닝 1.0 가솔린 디럭스 트렌디,14/12(15년형),2015.0,가솔린,,82.0,,9.6,FF,,국산,,690.0,30000
293,쌍용 뉴 체어맨W CW700 4트로닉 VVIP,14/01,2014.0,가솔린,,250.0,6.0,35.0,AWD,,국산,8014.0,2980.0,100000
294,현대 그랜져TG L330 탑 메모리팩,05/05,2005.0,가솔린,,233.0,6.0,31.0,FF,,국산,3684.0,550.0,200000
295,기아 더 뉴 K7 2.4 GDI 프레스티지,15/07,2015.0,가솔린,,201.0,4.0,25.5,FF,,국산,2960.0,1520.0,50000
296,현대 갤로퍼2 숏바디 밴 터보 엑시드,01/05,2001.0,디젤,,,,,,,국산,,450.0,160000
297,기아 올 뉴 쏘렌토 2.0 디젤 2WD 노블레스,16/03,2016.0,디젤,,186.0,4.0,41.0,FF,,국산,3150.0,1380.0,120000
298,쌍용 뉴체어맨 CM500S 마제스티,05/09(06년형),2006.0,가솔린,,197.0,6.0,27.6,FR,,국산,4664.0,290.0,240000
299,현대 YF쏘나타 2.0 Y20 LPi 럭셔리 장애인용,10/08(11년형),2011.0,LPG,,157.0,,20.0,FF,,국산,,949.0,70000
300,쉐보레 스파크 LS,12/06,2012.0,가솔린,,70.0,4.0,9.4,FF,,국산,1010.0,458.0,60000
301,기아 K5 2.0 LPi 프레스티지,10/12(11년형),2011.0,LPG,,144.0,,19.3,FF,,국산,,1120.0,120000
302,현대 투스카니 2.0 GTS 기본형,02/09,2002.0,가솔린,,138.0,4.0,,FF,,국산,1541.0,270.0,180000
303,제네시스 EQ900 3.3 T-GDi AWD 럭셔리,16/05,2016.0,가솔린,,370.0,6.0,52.0,AWD,,국산,7805.0,4500.0,50000
304,현대 제네시스 쿠페 200 터보 R,08/11(09년형),2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2942.0,990.0,130000
305,기아 포르테 쿱 2.0 CVVT 고급형 레드프리미엄,10/07,2010.0,가솔린,,158.0,4.0,20.2,FF,,국산,1966.0,638.0,60000
306,현대 제네시스 쿠페 380 GT R,09/02,2009.0,가솔린,,303.0,6.0,36.8,FR,,국산,3392.0,670.0,140000
307,현대 마이티2 2.5톤 골드,04/08,2004.0,디젤,,,,,FR,수동,국산,,750.0,480000
308,현대 싼타페TM 2.0 T-GDi 4WD 인스퍼레이션,19/05(20년형),2020.0,가솔린,,235.0,4.0,36.0,AWD,,국산,3780.0,3780.0,10000
309,현대 제네시스 BH330 럭셔리,11/10(12년형),2012.0,가솔린,,300.0,6.0,35.5,FR,,국산,4940.0,1350.0,120000
310,현대 LF쏘나타 2.4 GDi 익스클루시브,14/04(15년형),2015.0,가솔린,,193.0,4.0,25.5,FF,,국산,2990.0,1590.0,90000
311,기아 레이 1.0 터보 프레스티지,13/04,2013.0,가솔린,,106.0,3.0,14.0,FF,,국산,1574.0,890.0,50000
312,쉐보레 캡티바 2.0 디젤 2WD LT 프리미엄,14/12(15년형),2015.0,디젤,,163.0,4.0,40.8,FF,,국산,3069.0,1450.0,130000
313,현대 제네시스 쿠페 200 터보 R,08/10(09년형),2009.0,가솔린,4.0,210.0,4.0,30.5,FR,수동,국산,2942.0,790.0,130000
314,기아 옵티마 리갈 RX20 고급형,05/08,2005.0,가솔린,,137.0,4.0,18.0,FF,,국산,1831.0,195.0,140000
315,현대 그랜드스타렉스 캠핑카,15/03,2015.0,디젤,,174.0,,41.0,,,국산,,2790.0,70000
316,기아 더 뉴 스포티지R 2.0 디젤 2WD 트렌디,15/01,2015.0,디젤,,184.0,4.0,41.0,FF,,국산,2405.0,1499.0,60000
317,현대 엑센트 1.6 VGT 스마트,13/09(14년형),2014.0,디젤,,128.0,4.0,26.5,FF,,국산,1473.0,799.0,20000
318,기아 오피러스 프리미엄 GH270 디럭스 스페셜,11/11,2011.0,가솔린,,195.0,6.0,25.6,FF,,국산,3781.0,1270.0,60000
319,기아 스포티지R 2.0 디젤 2WD TLX 고급형,10/09(11년형),2011.0,디젤,,184.0,4.0,40.0,FF,,국산,2187.0,980.0,120000
320,현대 그랜져HG 220 디젤 모던,14/11(15년형),2015.0,디젤,,202.0,4.0,45.0,FF,,국산,3156.0,2550.0,10000
321,현대 포터2 초장축 슈퍼캡 CRDi 기본형,15/09(16년형),2016.0,디젤,,133.0,,,,,국산,,990.0,100000
322,현대 그랜져HG 300 프리미엄,13/07(14년형),2014.0,가솔린,,270.0,6.0,31.5,FF,,국산,3273.0,2100.0,60000
323,기아 더 뉴 K7 3.0 GDI 프레스티지,15/12(16년형),2016.0,가솔린,,270.0,6.0,31.6,FF,,국산,3220.0,2640.0,10000
324,쌍용 코란도 투리스모 GT 4WD,14/01,2014.0,디젤,,155.0,4.0,36.7,4WD,,국산,3251.0,1900.0,80000
325,현대 엑센트 1.6 GDi 프리미엄,14/05(15년형),2015.0,가솔린,,140.0,4.0,16.9,FF,,국산,1630.0,650.0,80000
326,현대 제네시스 쿠페 380 GT RW,09/10(10년형),2010.0,가솔린,,303.0,6.0,36.8,FR,,국산,3428.0,1400.0,70000
327,르노삼성 뉴 SM5 SE 플러스,11/02,2011.0,가솔린,,141.0,4.0,19.8,FF,,국산,2410.0,650.0,70000
328,기아 뉴 카렌스 2.0 LPI GLX 최고급형,06/07(07년형),2007.0,LPG,,136.0,4.0,18.9,FF,,국산,1940.0,290.0,220000
329,현대 그랜져HG 300 LPG 모던,14/01,2014.0,LPG,,235.0,,28.6,FF,,국산,,1430.0,100000
330,쌍용 뉴 체어맨W CW700 4트로닉 보우 에디션,14/09(15년형),2015.0,가솔린,,250.0,6.0,35.0,AWD,,국산,8442.0,1450.0,140000
331,기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,10/09(11년형),2011.0,디젤,,184.0,4.0,40.0,FF,,국산,2615.0,700.0,180000
332,르노삼성 SM5 SM520V 플러스,04/07,2004.0,가솔린,,144.0,6.0,18.6,FF,,국산,2309.0,390.0,140000
333,현대 그랜져TG Q270 럭셔리,06/05,2006.0,가솔린,,195.0,6.0,25.6,FF,,국산,2971.0,770.0,150000
334,현대 그랜져HG 300 LPG 프라임,12/10,2012.0,LPG,,235.0,,28.6,FF,,국산,,970.0,110000
335,쉐보레 스파크 LT,12/08,2012.0,가솔린,,70.0,4.0,9.4,FF,,국산,1143.0,570.0,70000
336,기아 니로 1.6 GDi HEV 노블레스,17/04,2017.0,가솔린+전기,,141.0,4.0,27.0,FF,,국산,2898.0,2690.0,9000
337,현대 제네시스 BH380 ,14/03(12년형),2012.0,가솔린,,290.0,,36.5,FR,,국산,,1800.0,20000
338,현대 LF쏘나타 하이브리드 2.0 HEV 모던,15/08(16년형),2016.0,가솔린+전기,,191.0,4.0,27.0,FF,,국산,3138.0,1100.0,110000
339,다온포스 560 이동업무차,18/07,2018.0,디젤,,,,,,,국산,,5490.0,2000
340,현대 뉴 에쿠스 VS380 모던,15/01,2015.0,가솔린,,334.0,6.0,40.3,FR,,국산,6783.0,5280.0,10000
341,기아 그랜드카니발 GX 고급형,07/11(08년형),2008.0,디젤,,170.0,4.0,36.0,FF,,국산,2090.0,1250.0,120000
342,르노삼성 뉴SM5 플래티넘 디젤 D,14/10,2014.0,디젤,,110.0,4.0,24.5,FF,,국산,2580.0,730.0,60000
343,기아 오피러스 GH300 최고급형 프리미엄,04/08,2004.0,가솔린,,187.0,6.0,25.9,FF,,국산,4574.0,319.0,130000
344,기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,15/04(16년형),2016.0,디젤,,202.0,4.0,45.0,FF,,국산,3270.0,3480.0,10000
345,현대 베라크루즈 2WD 300VX 스마트 팩,12/03,2012.0,디젤,,245.0,6.0,46.0,FF,,국산,4091.0,2350.0,90000
346,기아 스포티지R 2.0 디젤 2WD TLX 고급형,10/05(11년형),2011.0,디젤,,184.0,4.0,40.0,FF,,국산,2187.0,1220.0,90000
347,현대 그랜져TG L330 탑,05/06,2005.0,가솔린,,233.0,6.0,31.0,FF,,국산,3577.0,288.0,160000
348,쉐보레 트랙스 1.6 디젤 LTZ,16/08,2016.0,디젤,,135.0,4.0,32.7,FF,,국산,2495.0,1290.0,30000
349,르노삼성 올 뉴 SM7 LE,12/01,2012.0,가솔린,,190.0,6.0,24.8,FF,,국산,3166.0,870.0,110000
350,현대 뉴 에쿠스 VS 380 모던,13/04(14년형),2014.0,가솔린,,334.0,6.0,40.3,FR,,국산,6839.0,3480.0,70000
351,현대 그랜져IG 하이브리드 2.4 HEV 익스클루시브 스페셜,18/05(19년형),2019.0,가솔린+전기,,199.0,4.0,26.7,FF,,국산,4136.0,3550.0,10000
352,현대 더 뉴 아반떼 1.6 VGT 스마트,15/03(16년형),2016.0,디젤,,136.0,4.0,26.9,FF,,국산,2018.0,730.0,80000
353,르노삼성 SM5 뉴 임프레션 LE,08/07(09년형),2009.0,가솔린,,143.0,4.0,20.0,FF,,국산,2390.0,850.0,100000
354,기아 올 뉴 카니발 2.2 디젤 11인승 프레스티지,14/12(15년형),2015.0,디젤,,,,,,,국산,,2560.0,80000
355,기아 봉고3 1톤 더블캡 초장축 4륜,14/12,2014.0,디젤,,,,,,수동,국산,,997.0,120000
356,GM대우 토스카 프리미엄6 L6 2.0 CDX ,08/04,2008.0,가솔린,,144.0,6.0,19.2,FF,,국산,2378.0,599.0,130000
357,현대 뉴 제네시스 G380 프레스티지 AWD,16/01,2016.0,가솔린,,315.0,6.0,40.5,AWD,,국산,6201.0,5790.0,4000
358,기아 로체 어드밴스 2.0 LX 고급형,08/04,2008.0,가솔린,,163.0,4.0,20.1,FF,,국산,1913.0,399.0,80000
359,현대 제네시스 쿠페 200 터보 R,09/04,2009.0,가솔린,,210.0,4.0,30.5,FR,,국산,2942.0,750.0,120000
360,현대 그랜드스타렉스 VAN 3인승 CVX 럭셔리,09/06,2009.0,디젤,,174.0,,41.0,FR,,국산,1920.0,630.0,270000
361,기아 더 뉴 K7 3.0 LPi 프레스티지,13/06,2013.0,LPG,,,,,,,국산,,1750.0,90000
362,현대 뉴 투싼ix 2.0 디젤 2WD 스마트 스페셜,13/08(14년형),2014.0,디젤,,184.0,4.0,40.0,FF,,국산,2380.0,1690.0,30000
363,현대 NF쏘나타 N20 엘레강스 스페셜 고급형,05/01,2005.0,가솔린,,144.0,4.0,23.0,FF,,국산,2055.0,240.0,160000
364,쌍용 체어맨 CM 600L 리무진,03/06,2003.0,가솔린,,220.0,6.0,32.0,FR,,국산,5354.0,430.0,80000
365,르노삼성 뉴 SM5 LPLi 장애우용 SE,07/01,2007.0,LPG,,,,,,,국산,,260.0,160000
366,기아 뉴모닝 LX 기본형 블랙프리미엄,08/06,2008.0,가솔린,,64.0,4.0,8.8,FF,,국산,799.0,290.0,140000
367,기아 레이 1.0 가솔린 디럭스 스페셜,11/12(12년형),2012.0,가솔린,,78.0,3.0,9.6,FF,,국산,1290.0,698.0,80000
368,현대 제네시스 쿠페 200 터보 D,11/11,2011.0,가솔린,4.0,210.0,4.0,30.5,FR,수동,국산,2417.0,480.0,130000
369,현대 그랜져HG 240 모던,14/07(15년형),2015.0,가솔린,,190.0,4.0,25.5,FF,,국산,2988.0,1820.0,50000
370,현대 더 뉴 아반떼 1.6 GDi 스마트,15/07(16년형),2016.0,가솔린,,132.0,4.0,16.3,FF,,국산,1798.0,777.0,20000
371,쉐보레 스파크 LS 스타,12/02,2012.0,가솔린,,70.0,4.0,9.4,FF,,국산,1098.0,220.0,70000
372,르노삼성 SM5 뉴 임프레션 SE 플러스,08/05,2008.0,가솔린,,143.0,4.0,20.0,FF,,국산,2220.0,380.0,140000
373,현대 싼타페 더 프라임 2.0 디젤 4WD 익스클루시브 스페셜,15/08(16년형),2016.0,디젤,,186.0,4.0,41.0,4WD,,국산,3528.0,2190.0,90000
374,제네시스 G80 3.3 GDi AWD 프리미엄 럭셔리,18/01,2018.0,가솔린,,282.0,6.0,35.4,AWD,,국산,5510.0,3690.0,60000
375,현대 뉴 제네시스 G380 익스클루시브,14/08(15년형),2015.0,가솔린,,315.0,6.0,40.5,FR,,국산,5463.0,4000.0,10000
376,현대 뉴 에쿠스 VS 380 럭셔리,09/11(10년형),2010.0,가솔린,,290.0,6.0,36.5,FR,,국산,6622.0,2450.0,90000
377,두성 이동업무차,10/08,2010.0,디젤,,174.0,,41.0,,,국산,,3750.0,40000
378,기아 뉴 오피러스 GH330 최고급형,07/01,2007.0,가솔린,,247.0,6.0,31.5,FF,,국산,4250.0,370.0,170000
379,현대 제네시스 쿠페 200 터보 P,10/03,2010.0,가솔린,4.0,210.0,4.0,30.5,FR,수동,국산,2641.0,1180.0,90000
380,기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,15/01,2015.0,디젤,,202.0,4.0,45.0,FF,,국산,4985.0,3420.0,70000
381,현대 뉴 제네시스 G330 프리미엄 AWD,15/03(16년형),2016.0,가솔린,,282.0,6.0,35.4,AWD,,국산,5401.0,2119.0,70000
382,기아 더 뉴 K9 3.3 GDI 이그제큐티브,15/12(16년형),2016.0,가솔린,,300.0,6.0,35.5,FR,,국산,5330.0,3499.0,60000
383,르노삼성 뉴 SM3  LE 플러스,09/07(10년형),2010.0,가솔린,,112.0,4.0,15.9,FF,,국산,1760.0,550.0,90000
384,현대 YF쏘나타 2.0 Y20 LPi 프리미어 장애인용,10/11(11년형),2011.0,LPG,,157.0,,20.0,FF,,국산,,520.0,140000
385,현대 넥쏘 프리미엄,19/03,2019.0,수소,,154.0,,40.3,FF,,국산,7549.0,3550.0,20000
386,르노삼성 SM3 네오 RE,14/05(15년형),2015.0,가솔린,,117.0,4.0,16.1,FF,,국산,1998.0,1160.0,60000
