모델명,연식,최대출력(마력),기통,최대토크(kgm),신차가(만원),가격(만원),주행거리,구동방식
현대 뉴 제네시스 G380 프레스티지 AWD,2016.0,315.0,6.0,40.5,6201.0,5790.0,4000,3
기아 로체 어드밴스 2.0 LX 고급형,2008.0,163.0,4.0,20.1,1913.0,399.0,80000,0
현대 제네시스 쿠페 200 터보 R,2009.0,210.0,4.0,30.5,2942.0,750.0,120000,1
현대 뉴 투싼ix 2.0 디젤 2WD 스마트 스페셜,2014.0,184.0,4.0,40.0,2380.0,1690.0,30000,0
현대 NF쏘나타 N20 엘레강스 스페셜 고급형,2005.0,144.0,4.0,23.0,2055.0,240.0,160000,0
쌍용 체어맨 CM 600L 리무진,2003.0,220.0,6.0,32.0,5354.0,430.0,80000,1
기아 뉴모닝 LX 기본형 블랙프리미엄,2008.0,64.0,4.0,8.8,799.0,290.0,140000,0
기아 레이 1.0 가솔린 디럭스 스페셜,2012.0,78.0,3.0,9.6,1290.0,698.0,80000,0
현대 제네시스 쿠페 200 터보 D,2011.0,210.0,4.0,30.5,2417.0,480.0,130000,1
현대 그랜져HG 240 모던,2015.0,190.0,4.0,25.5,2988.0,1820.0,50000,0
현대 더 뉴 아반떼 1.6 GDi 스마트,2016.0,132.0,4.0,16.3,1798.0,777.0,20000,0
쉐보레 스파크 LS 스타,2012.0,70.0,4.0,9.4,1098.0,220.0,70000,0
르노삼성 SM5 뉴 임프레션 SE 플러스,2008.0,143.0,4.0,20.0,2220.0,380.0,140000,0
현대 싼타페 더 프라임 2.0 디젤 4WD 익스클루시브 스페셜,2016.0,186.0,4.0,41.0,3528.0,2190.0,90000,2
제네시스 G80 3.3 GDi AWD 프리미엄 럭셔리,2018.0,282.0,6.0,35.4,5510.0,3690.0,60000,3
현대 뉴 제네시스 G380 익스클루시브,2015.0,315.0,6.0,40.5,5463.0,4000.0,10000,1
현대 뉴 에쿠스 VS 380 럭셔리,2010.0,290.0,6.0,36.5,6622.0,2450.0,90000,1
기아 뉴 오피러스 GH330 최고급형,2007.0,247.0,6.0,31.5,4250.0,370.0,170000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,1180.0,90000,1
기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,2015.0,202.0,4.0,45.0,4985.0,3420.0,70000,0
현대 뉴 제네시스 G330 프리미엄 AWD,2016.0,282.0,6.0,35.4,5401.0,2119.0,70000,3
기아 더 뉴 K9 3.3 GDI 이그제큐티브,2016.0,300.0,6.0,35.5,5330.0,3499.0,60000,1
르노삼성 뉴 SM3  LE 플러스,2010.0,112.0,4.0,15.9,1760.0,550.0,90000,0
르노삼성 SM3 네오 RE,2015.0,117.0,4.0,16.1,1998.0,1160.0,60000,0
현대 그랜져HG 240 럭셔리,2011.0,201.0,4.0,25.5,2994.0,1430.0,90000,0
현대 벨로스터 유니크,2013.0,140.0,4.0,16.9,1810.0,690.0,160000,0
기아 그랜드카니발 하이리무진 L290 7인승 기본형,2009.0,192.0,4.0,36.5,4960.0,1150.0,200000,0
제네시스 EQ900 3.8 GDi AWD 프리미엄 럭셔리,2016.0,315.0,6.0,40.5,8740.0,3999.0,20000,3
현대 뉴 투스카니 2.7 엘리사 레드팩,2007.0,167.0,6.0,25.0,2558.0,590.0,120000,0
현대 뉴 에쿠스 VS 380 프레스티지,2014.0,334.0,6.0,40.3,10567.0,4620.0,70000,1
기아 스포티지 4세대 2.0 디젤 2WD 노블레스 스페셜,2017.0,186.0,4.0,41.0,2910.0,2190.0,30000,0
기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,2013.0,184.0,4.0,40.0,2625.0,1250.0,120000,0
현대 그랜져TG Q270 디럭스,2006.0,195.0,6.0,25.6,2771.0,790.0,170000,0
기아 스포티지 4세대 2.0 디젤 2WD 프레스티지,2017.0,186.0,4.0,41.0,2565.0,1690.0,50000,0
현대 벨로스터 터보 D 스펙,2014.0,204.0,4.0,26.9,2130.0,950.0,70000,0
제네시스 EQ900 3.3 T-GDi AWD 럭셔리,2016.0,370.0,6.0,52.0,7805.0,7450.0,4000,3
기아 쏘울 1.6 2U 최고급형,2010.0,124.0,4.0,15.9,1734.0,340.0,80000,0
르노삼성 SM5 뉴 임프레션 SE 플러스,2009.0,143.0,4.0,20.0,2220.0,599.0,120000,0
현대 뉴그랜져XG S25 슈퍼형,2004.0,172.0,6.0,23.0,3122.0,260.0,180000,0
기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2011.0,184.0,4.0,40.0,2499.0,890.0,160000,0
현대 뉴 에쿠스 VS 500 프레스티지,2014.0,416.0,8.0,52.0,11193.0,2900.0,60000,1
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,1230.0,80000,1
현대 벨로스터 익스트림,2012.0,140.0,4.0,17.0,2095.0,599.0,90000,0
현대 그랜져HG 240 럭셔리,2011.0,201.0,4.0,25.5,2994.0,600.0,90000,0
현대 제네시스 BH330 그랜드 프라임팩,2012.0,262.0,6.0,32.1,4440.0,690.0,230000,1
쌍용 코란도 C 클러비 2WD,2012.0,181.0,4.0,36.7,2297.0,990.0,90000,0
기아 로체 LX18 고급형,2008.0,133.0,4.0,17.2,1686.0,200.0,150000,0
기아 K7 하이브리드 700h 프레스티지,2014.0,199.0,4.0,26.7,3738.0,1650.0,70000,0
제네시스 EQ900 3.8 GDi AWD 프리미엄 럭셔리,2017.0,315.0,6.0,40.5,8933.0,4500.0,120000,3
기아 쏘렌토R 2.0 리미티드 2WD 프리미엄,2011.0,184.0,4.0,40.0,3379.0,1470.0,110000,0
GM대우 라세티 프리미어 CDX 일반형,2009.0,124.0,4.0,15.7,1620.0,230.0,150000,0
현대 더 뉴 아반떼AD 1.6 디젤 프리미엄,2019.0,136.0,4.0,30.6,2454.0,2180.0,1000,0
현대 아반떼 LPi 하이브리드 1.6 HDE Ⅱ 기본형,2011.0,114.0,4.0,15.1,2364.0,559.0,110000,0
현대 제네시스 쿠페 200 터보 R,2010.0,210.0,4.0,30.5,2942.0,1190.0,90000,1
기아 포르테 쿱 1.6 GDI 프레스티지,2011.0,140.0,4.0,17.0,1885.0,430.0,130000,0
GM대우 마티즈 크리에이티브 재즈 스타,2011.0,70.0,4.0,9.4,941.0,349.0,80000,0
현대 아반떼MD M16 GDi 에비뉴,2014.0,140.0,4.0,16.9,1785.0,1270.0,20000,0
현대 뉴 제네시스 G330 프리미엄 AWD,2015.0,282.0,6.0,35.4,5401.0,2880.0,90000,3
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,1190.0,60000,1
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,890.0,90000,1
현대 투싼 2.0 VGT 디젤 MX 2WD 고급형,2006.0,143.0,4.0,32.0,2021.0,680.0,80000,0
현대 제네시스 쿠페 380 GT R,2009.0,303.0,6.0,36.8,3392.0,1190.0,120000,1
르노삼성 SM7 뉴 아트 SE23 플레저,2009.0,170.0,6.0,23.0,2630.0,1080.0,90000,0
기아 뉴 쏘렌토R 디젤 2.0 4WD 노블레스,2014.0,184.0,4.0,41.0,3505.0,1050.0,170000,2
현대 LF쏘나타 2.0 CVVL 스마트,2015.0,168.0,4.0,20.5,2545.0,10.0,80000,0
현대 제네시스 BH380 프레스티지 스페셜,2013.0,334.0,6.0,40.3,6394.0,1890.0,210000,1
기아 그랜드카니발 GLX 최고급형,2006.0,170.0,4.0,36.0,2510.0,630.0,210000,0
현대 제네시스 쿠페 380 GT R,2010.0,303.0,6.0,36.8,3392.0,1280.0,120000,1
기아 뉴 스펙트라 1.5 Di 골드 고급형,2003.0,102.0,4.0,17.0,1020.0,160.0,90000,0
쌍용 체어맨W V8 5000 리무진,2008.0,306.0,8.0,45.0,10200.0,1490.0,120000,1
쉐보레 올란도 2.0 디젤 LTZ 프리미엄,2012.0,163.0,4.0,36.7,2560.0,1380.0,60000,0
현대 뉴 에쿠스 VS 380 럭셔리,2011.0,290.0,6.0,36.5,6622.0,2190.0,110000,1
현대 그랜져HG 220 디젤 프리미엄,2015.0,202.0,4.0,45.0,3389.0,950.0,230000,0
현대 i30 2.0 VVT 럭셔리,2008.0,143.0,4.0,19.0,1721.0,370.0,120000,0
현대 뉴 에쿠스 VS 380 럭셔리,2010.0,290.0,6.0,36.5,6622.0,1700.0,200000,1
현대 제네시스 BH330 럭셔리,2010.0,262.0,6.0,32.1,4724.0,999.0,190000,1
기아 스포티지R 2.0 디젤 2WD 리미티드,2013.0,184.0,4.0,40.0,2855.0,890.0,200000,0
현대 투스카니 2.0 GT 고급형,2015.0,143.0,4.0,19.0,1576.0,350.0,200000,0
현대 그랜져HG 300 로얄,2012.0,270.0,6.0,31.5,3901.0,1750.0,100000,0
현대 그랜져HG 300 익스클루시브,2014.0,270.0,6.0,31.5,3595.0,1699.0,70000,0
쉐보레 크루즈 1.8 LTZ 플러스,2011.0,142.0,4.0,17.9,1864.0,520.0,130000,0
현대 쏘나타 트랜스폼 N20 트랜스폼,2009.0,163.0,4.0,20.1,2011.0,510.0,60000,0
기아 뉴 프라이드 1.5 VGT 4도어 SLX,2006.0,112.0,4.0,24.5,1255.0,330.0,150000,0
현대 더 뉴 제네시스 쿠페 200 터보 S,2012.0,275.0,4.0,38.0,2965.0,1930.0,90000,1
현대 올 뉴 투싼 2.0 E-VGT 2WD 프리미엄,2016.0,186.0,4.0,41.0,2920.0,2290.0,50000,0
르노삼성 SM7 뉴 아트 LE23,2008.0,170.0,6.0,23.0,3100.0,620.0,140000,0
현대 투싼ix 디젤 X20 4WD 럭셔리,2012.0,184.0,4.0,39.0,2266.0,1350.0,120000,2
현대 아반떼AD 스포츠 1.6 T-GDi 7 DCT,2018.0,204.0,4.0,26.9,2160.0,1399.0,40000,0
현대 투스카니 2.7 엘리사 슈퍼형,2003.0,175.0,6.0,25.0,2265.0,390.0,180000,0
쌍용 코란도 투리스모 2.0 디젤 4WD RT 9인승,2014.0,155.0,4.0,36.7,3567.0,1250.0,90000,2
기아 레이 1.0 터보 프레스티지,2013.0,106.0,3.0,14.0,1574.0,1050.0,40000,0
기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2011.0,184.0,4.0,40.0,2499.0,890.0,140000,0
르노삼성 QM3 LE,2015.0,90.0,4.0,22.4,2380.0,799.0,90000,0
기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,2016.0,202.0,4.0,45.0,4985.0,3450.0,80000,0
현대 테라칸 2.9 CRDi 디젤 JX290 4WD 최고급형,2002.0,150.0,4.0,34.0,2776.0,419.0,200000,2
기아 올 뉴 모닝 1.0 가솔린 디럭스 스페셜,2013.0,82.0,3.0,9.6,1050.0,690.0,20000,0
현대 아반떼AD 1.6 e-VGT 스마트 스페셜,2017.0,136.0,4.0,26.9,2150.0,899.0,30000,0
기아 스포티지R 2.0 디젤 2WD TLX 고급형,2012.0,184.0,4.0,40.0,2187.0,1570.0,80000,0
현대 벨로스터 익스트림,2012.0,140.0,4.0,17.0,2095.0,650.0,120000,0
현대 투스카니 2.0 GL 고급형,2006.0,143.0,4.0,19.0,1282.0,165.0,120000,0
기아 K7 VG350 노블레스 프리미엄,2011.0,290.0,6.0,34.5,4135.0,1630.0,80000,0
현대 쏘나타 하이브리드 2.0 HEV 프리미어,2012.0,150.0,4.0,18.3,3118.0,1580.0,60000,0
현대 뉴 제네시스 G380 익스클루시브 AWD,2016.0,315.0,6.0,40.5,5605.0,3200.0,90000,3
현대 아슬란 G330 익스클루시브,2017.0,290.0,6.0,35.0,4540.0,2499.0,60000,0
쉐보레 크루즈 2.0 LTZ 플러스,2011.0,163.0,4.0,36.7,2142.0,890.0,110000,0
기아 K9 3.3 GDI 이그제큐티브,2014.0,300.0,6.0,35.5,5590.0,2999.0,40000,1
현대 뉴 에쿠스 VS 380 럭셔리,2010.0,290.0,6.0,36.5,6622.0,1590.0,190000,1
현대 아반떼HD 1.6 VVT S16 럭셔리,2007.0,121.0,4.0,15.9,1365.0,320.0,120000,0
현대 제네시스 쿠페 380 GT P,2011.0,303.0,6.0,36.8,3128.0,1390.0,60000,1
쉐보레 크루즈 1.8 LTZ 플러스,2011.0,142.0,4.0,17.9,1864.0,999.0,60000,0
기아 스포티지 4세대 1.7 디젤 2WD 노블레스,2016.0,141.0,4.0,34.7,2449.0,1599.0,70000,0
현대 투스카니 2.7 엘리사 고급형,2005.0,175.0,6.0,25.0,2298.0,480.0,120000,0
기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,2015.0,184.0,4.0,41.0,2590.0,1230.0,130000,0
현대 뉴 에쿠스 VS500 프레스티지,2015.0,416.0,8.0,52.0,10946.0,7290.0,6000,1
르노삼성 SM7 뉴 아트 LE23,2010.0,170.0,6.0,23.0,3040.0,1030.0,120000,0
현대 제네시스 쿠페 380 GT P,2009.0,303.0,6.0,36.8,3042.0,950.0,100000,1
르노삼성 SM5 노바 디젤 D 프리미엄,2015.0,110.0,4.0,24.5,2590.0,990.0,80000,0
기아 더 프레스티지 K7 3.0 GDI 프레스티지,2012.0,270.0,6.0,31.6,3634.0,1190.0,130000,0
쌍용 뉴 체어맨W CW700 4트로닉 리무진,2016.0,250.0,6.0,35.0,9417.0,6390.0,5000,2
기아 K5 2.0 터보 노블레스,2012.0,271.0,4.0,37.1,2945.0,1550.0,60000,0
쉐보레 크루즈 2.0 LTZ,2014.0,163.0,4.0,36.7,2035.0,1120.0,40000,0
현대 맥스크루즈 3.3 GDI 2WD 익스클루시브 스페셜,2016.0,290.0,6.0,34.8,3590.0,2150.0,60000,0
현대 아반떼MD M16 GDi 럭셔리,2012.0,140.0,4.0,16.9,1520.0,690.0,80000,0
기아 모하비 KV300 4WD 상시4WD,2014.0,260.0,6.0,56.0,4625.0,2800.0,70000,2
기아 더 뉴 K3 1.6 GDi 노블레스,2016.0,132.0,4.0,16.3,2135.0,1350.0,30000,0
현대 뉴 i30 1.6 VGT 유니크,2012.0,128.0,4.0,26.5,2045.0,998.0,110000,0
현대 더 뉴 아반떼 1.6 VGT 스마트,2014.0,128.0,4.0,26.5,1784.0,1380.0,20000,0
기아 뉴모닝 SLX 고급형,2009.0,64.0,4.0,8.8,835.0,370.0,50000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,790.0,90000,1
현대 그랜져HG 240 모던,2014.0,201.0,4.0,25.5,2976.0,1390.0,100000,0
현대 제네시스 쿠페 200 터보 P,2010.0,210.0,4.0,30.5,2641.0,570.0,100000,1
현대 제네시스 쿠페 200 터보 R,2009.0,210.0,4.0,30.5,2942.0,1350.0,80000,1
기아 올 뉴 카니발 2.2 디젤 9인승 프레스티지,2015.0,202.0,4.0,45.0,3270.0,3100.0,10000,0
르노삼성 SM5 뉴 임프레션 SE 플러스,2009.0,143.0,4.0,20.0,2220.0,550.0,160000,0
현대 에쿠스 GS 350 럭셔리,2006.0,210.0,6.0,31.0,4157.0,350.0,100000,0
쌍용 뉴 코란도 C 2.2 디젤 익스트림 2WD ,2016.0,178.0,4.0,40.8,2604.0,1800.0,4000,0
현대 뉴 투스카니 2.0 GL 고급형,2007.0,143.0,4.0,19.0,1389.0,280.0,120000,0
기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2011.0,184.0,4.0,40.0,2499.0,1050.0,170000,0
쌍용 뉴코란도 290SR 소프트 탑 디젤 최고급형,2003.0,132.0,5.0,29.5,2406.0,750.0,250000,2
현대 더 뉴 아반떼 1.6 GDi 스마트,2014.0,140.0,4.0,16.9,1734.0,1030.0,50000,0
현대 그랜져TG L330 모젠 탑 메모리팩,2007.0,233.0,6.0,31.0,3794.0,550.0,130000,0
현대 투싼 2.0 VGT 디젤 MX 2WD 최고급형,2009.0,151.0,4.0,32.0,2124.0,680.0,130000,0
르노삼성 SM5 뉴 임프레션 SE,2009.0,143.0,4.0,20.0,2100.0,340.0,170000,0
기아 그랜드카니발 GX 고급형,2006.0,170.0,4.0,36.0,2090.0,590.0,250000,0
기아 K5 2.0 럭셔리,2011.0,165.0,4.0,20.2,2495.0,930.0,100000,0
현대 제네시스 쿠페 380 GT R,2010.0,303.0,6.0,36.8,3392.0,790.0,140000,1
쉐보레 올 뉴 말리부 2.0 터보 LTZ 프리미엄,2017.0,253.0,4.0,36.0,3308.0,2350.0,40000,0
기아 카렌스2 2.0 디젤 GX 기본형,2003.0,115.0,4.0,25.9,1570.0,250.0,90000,0
쌍용 뉴 체어맨W CW700 4트로닉 보우 에디션,2015.0,250.0,6.0,35.0,8442.0,3390.0,50000,3
GM대우 마티즈 크리에이티브 그루브 스타,2011.0,70.0,4.0,9.4,1001.0,430.0,20000,0
현대 LF쏘나타 2.0 CVVL 스마트 스페셜,2015.0,168.0,4.0,20.5,2695.0,1630.0,30000,0
쉐보레 캡티바 2.0 디젤 2WD 어드벤처 패키지,2015.0,163.0,4.0,40.8,2988.0,1650.0,20000,0
현대 제네시스 쿠페 200 터보 R,2009.0,210.0,4.0,30.5,2942.0,820.0,100000,1
기아 쏘렌토R 2.0 TLX 2WD 최고급형,2011.0,184.0,4.0,40.0,2878.0,700.0,90000,0
기아 레이 1.0 가솔린 럭셔리,2015.0,78.0,3.0,9.6,1426.0,880.0,20000,0
기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 노블레스,2016.0,202.0,4.0,45.0,5415.0,5850.0,10000,0
기아 쏘렌토R 2.0 TLX 2WD 프리미엄,2012.0,184.0,4.0,40.0,3010.0,1650.0,90000,0
현대 쏘나타 하이브리드 2.0 HEV 로얄,2012.0,191.0,4.0,27.0,3438.0,989.0,130000,0
르노삼성 SM7 VQ23 LE,2006.0,170.0,6.0,23.0,2840.0,430.0,190000,0
르노삼성 SM7 뉴 아트 LE23,2008.0,170.0,6.0,23.0,3100.0,699.0,170000,0
기아 뉴 카렌스 2.0 LPI GLX 최고급형,2007.0,136.0,4.0,18.9,1940.0,399.0,130000,0
기아 더 뉴 K7 2.4 GDI 프레스티지 스페셜,2013.0,201.0,4.0,25.5,3141.0,1490.0,70000,0
르노삼성 뉴 SM5 LE,2005.0,140.0,4.0,18.8,2110.0,270.0,170000,0
쉐보레 더 넥스트 스파크 1.0 LT 플러스,2016.0,75.0,4.0,9.6,1136.0,580.0,20000,0
기아 포르테 쿱 1.6 CVVT 고급형,2010.0,124.0,4.0,15.9,1813.0,470.0,130000,0
기아 레이 1.0 가솔린 럭셔리,2016.0,78.0,3.0,9.6,1426.0,1230.0,10000,0
기아 니로 1.6 GDi HEV 럭셔리,2017.0,141.0,4.0,27.0,2478.0,1730.0,40000,0
현대 YF쏘나타 2.0 Y20 스포츠 팩,2010.0,165.0,4.0,20.2,2820.0,1050.0,100000,0
르노삼성 SM5 뉴 임프레션 LE 익스클루시브,2010.0,143.0,4.0,20.0,2460.0,580.0,100000,0
기아 쏘렌토 2.5 TLX 4WD 고급형,2002.0,145.0,4.0,33.0,2333.0,270.0,230000,3
기아 레이 1.0 터보 프레스티지,2014.0,106.0,3.0,14.0,1574.0,790.0,120000,0
현대 싼타페TM 2.2 디젤 4WD 프레스티지,2019.0,202.0,4.0,45.0,3880.0,4150.0,5000,3
현대 벨로스터 유니크,2012.0,140.0,4.0,16.9,1790.0,490.0,130000,0
기아 스포티지R 2.0 디젤 2WD TLX 최고급형,2012.0,184.0,4.0,40.0,2499.0,950.0,170000,0
현대 그랜져HG 240 럭셔리,2012.0,201.0,4.0,25.5,2994.0,1390.0,160000,0
기아 올 뉴 카니발 하이리무진 2.2 디젤 9인승 프레스티지,2016.0,202.0,4.0,45.0,4985.0,4150.0,40000,0
현대 NF쏘나타 F24 프리미어 고급형,2005.0,166.0,4.0,23.0,2490.0,350.0,130000,0
현대 i30 2.0 VVT 익스트림,2008.0,143.0,4.0,19.0,1905.0,590.0,70000,0
현대 제네시스 쿠페 200 터보 R,2009.0,210.0,4.0,30.5,2942.0,1200.0,130000,1
기아 더 프레스티지 K7 3.0 GDI 노블레스,2012.0,270.0,6.0,31.6,3870.0,1490.0,120000,0
기아 K7 VG270 럭셔리,2011.0,200.0,6.0,26.0,3340.0,1150.0,100000,0
현대 제네시스 쿠페 380 GT R,2010.0,303.0,6.0,36.8,3392.0,790.0,90000,1
기아 K3 1.6 GDI 디럭스,2013.0,140.0,4.0,16.9,1520.0,570.0,80000,0
기아 스포티지 4세대 2.0 디젤 2WD 트렌디,2016.0,186.0,4.0,41.0,2346.0,1250.0,120000,0
현대 뉴 투스카니 2.0 GTS 프리미엄 사운드팩,2007.0,143.0,4.0,19.0,1953.0,420.0,70000,0
현대 그랜져HG 240 모던,2015.0,190.0,4.0,25.5,2988.0,1940.0,50000,0
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,830.0,140000,1
현대 뉴 제네시스 G330 모던 AWD,2015.0,282.0,6.0,35.4,4807.0,4000.0,30000,3
기아 스포티지R 2.0 디젤 2WD TLX 고급형,2012.0,184.0,4.0,40.0,2187.0,1290.0,100000,0
쉐보레 말리부 2.0 LT 디럭스팩,2012.0,141.0,6.0,18.8,2610.0,500.0,160000,0
르노삼성 올 뉴 SM7 LE35,2012.0,258.0,6.0,33.8,3606.0,1290.0,100000,0
현대 아반떼AD 1.6 GDi 밸류 플러스,2018.0,132.0,4.0,16.3,1690.0,1060.0,20000,0
현대 그랜져HG 300 프라임,2012.0,270.0,6.0,31.6,3292.0,1640.0,100000,0
현대 베라크루즈 2WD 300VX 럭셔리,2009.0,245.0,6.0,46.0,3717.0,1290.0,150000,0
현대 뉴 에쿠스 VS 380 모던,2014.0,334.0,6.0,40.3,6839.0,3750.0,70000,1
르노삼성 SM5 SM525V,2004.0,173.0,6.0,22.5,2559.0,250.0,120000,0
쌍용 코란도 투리스모 2.0 디젤 4WD 익스트림 9인승,2015.0,155.0,4.0,36.7,3063.0,2450.0,10000,2
르노삼성 SM5 SM520,2002.0,143.0,4.0,18.5,1665.0,170.0,120000,0
현대 엑센트 1.6 VGT 모던,2014.0,128.0,4.0,26.5,1544.0,640.0,100000,0
카스오토 스타렉스 하이리무진,2019.0,175.0,4.0,46.0,4540.0,4200.0,100,1
현대 제네시스 쿠페 200 터보 P,2009.0,210.0,4.0,30.5,2641.0,870.0,100000,1
쉐보레 스파크 LS,2014.0,70.0,4.0,9.4,1055.0,498.0,70000,0
현대 투싼ix 디젤 LX20 2WD 프리미어,2012.0,184.0,4.0,40.0,2660.0,530.0,110000,0
현대 엑센트 1.4 VVT 프리미어,2012.0,108.0,4.0,13.9,1240.0,699.0,80000,0
현대 뉴 에쿠스 VL 500 프레스티지,2013.0,416.0,8.0,52.0,14672.0,5000.0,120000,1
기아 K5 2세대 1.7 디젤 MX 노블레스,2016.0,141.0,4.0,34.7,2920.0,1050.0,50000,0
현대 제네시스 쿠페 380 GT RW,2011.0,303.0,6.0,36.8,3582.0,1390.0,100000,1
기아 뉴 오피러스 GH270 고급형,2007.0,192.0,6.0,25.5,3460.0,599.0,260000,0
현대 뉴 i30 1.6 VGT 익스트림,2012.0,128.0,4.0,26.5,2205.0,1099.0,90000,0
쌍용 코란도 C 클러비 4WD 매니아,2013.0,175.0,4.0,36.7,2386.0,590.0,70000,2
기아 레이 1.0 가솔린 프레스티지,2013.0,78.0,3.0,9.6,1490.0,780.0,80000,0
현대 YF쏘나타 2.4 F24 GDI 최고급형,2010.0,201.0,4.0,25.5,2992.0,790.0,140000,0
쉐보레 스파크 LT,2013.0,70.0,4.0,9.4,1143.0,260.0,160000,0
쉐보레 스파크 LS 스타,2012.0,70.0,4.0,9.4,1098.0,490.0,160000,0
제네시스 EQ900 3.3 T-GDi AWD 프레스티지,2016.0,370.0,6.0,52.0,10900.0,8650.0,10000,3
현대 더 뉴 벨로스터 터보 디 스펙,2017.0,204.0,4.0,26.9,2150.0,1390.0,30000,0
르노삼성 SM7 뉴 아트 SE23,2011.0,170.0,6.0,23.0,2750.0,350.0,70000,0
르노삼성 SM7 뉴 아트 LE23,2008.0,170.0,6.0,23.0,3100.0,350.0,290000,0
기아 레이 1.0 가솔린 프레스티지,2017.0,78.0,3.0,9.6,1534.0,1200.0,10000,0
기아 스포티지 더 볼드 2.0 디젤 2WD 프레스티지,2019.0,186.0,4.0,41.0,2597.0,1990.0,30000,0
르노삼성 SM5 뉴 임프레션 LE 익스클루시브,2009.0,143.0,4.0,20.0,2460.0,360.0,160000,0
현대 뉴 제네시스 G330 프리미엄 AWD,2016.0,282.0,6.0,35.4,5401.0,2690.0,110000,3
현대 제네시스 쿠페 200 터보 P,2011.0,210.0,4.0,30.5,2723.0,1100.0,110000,1
현대 더 뉴 아반떼 1.6 VGT 스마트 튜익스 에디션 I,2014.0,128.0,4.0,28.6,2034.0,1090.0,110000,0
현대 제네시스 BH330 럭셔리,2011.0,262.0,6.0,32.1,4724.0,1080.0,190000,1
현대 뉴 클릭 1.4 DOHC w 고급형,2007.0,95.0,4.0,12.7,950.0,310.0,20000,0
현대 그랜져HG 300 익스클루시브,2015.0,270.0,6.0,31.5,3595.0,1890.0,40000,0
쌍용 티볼리 1.6 가솔린 2WD VX,2015.0,126.0,4.0,16.0,1995.0,1190.0,20000,0
기아 포르테 쿱 2.0 CVVT 고급형 레드프리미엄,2010.0,158.0,4.0,20.2,1966.0,490.0,100000,0
현대 뉴 i30 1.6 VGT 익스트림,2012.0,128.0,4.0,26.5,2205.0,650.0,130000,0
기아 뉴 쏘렌토 7인승 2.5 VGT LX 4WD 고급형,2007.0,145.0,4.0,36.0,2634.0,397.0,140000,2
현대 뉴 제네시스 G330 모던 AWD,2015.0,282.0,6.0,35.4,4807.0,2680.0,80000,3
제네시스 EQ900 3.3 T-GDi AWD 프리미엄 럭셔리,2016.0,370.0,6.0,52.0,9130.0,8600.0,10000,3
현대 뉴 에쿠스 VS 380 럭셔리,2012.0,334.0,6.0,40.3,6622.0,1520.0,130000,1
기아 K5 터보 노블레스,2012.0,271.0,4.0,37.1,2945.0,1449.0,90000,0
기아 올 뉴 K7 3.3 GDi 노블레스,2016.0,290.0,6.0,35.0,3490.0,1990.0,60000,0
현대 엑센트 1.6 VGT 위트 프리미어,2012.0,128.0,4.0,26.5,1550.0,440.0,160000,0
현대 그랜져IG 2.2 e-VGT 프리미엄 스페셜,2017.0,202.0,4.0,45.0,3675.0,2630.0,90000,0
르노삼성 QM5 디젤 2WD LE 프리미엄,2008.0,150.0,4.0,32.6,2720.0,690.0,150000,0
현대 뉴 에쿠스 VL 500 프레스티지,2012.0,430.0,8.0,52.0,14300.0,1450.0,110000,1
르노삼성 SM5 노바 클래식,2018.0,141.0,4.0,19.8,2195.0,1450.0,10000,0
쉐보레 크루즈 1.8 LTZ,2011.0,142.0,4.0,17.9,1692.0,580.0,120000,0
글로밴 올 뉴 카니발 3.3 GDi 9인승 하이리무진 노블레스,2016.0,280.0,6.0,34.7,5275.0,4650.0,40000,0
르노삼성 올 뉴 SM7 LE,2012.0,190.0,6.0,24.8,3166.0,1390.0,100000,0
기아 더 뉴 K7 2.4 GDI 프레스티지 스페셜,2014.0,201.0,4.0,25.5,3141.0,2200.0,50000,0
현대 벨로스터 익스트림 터보,2013.0,204.0,4.0,26.9,2195.0,1180.0,60000,0
쉐보레 크루즈 2.0 LTZ 플러스,2013.0,163.0,4.0,36.7,2330.0,1390.0,60000,0
기아 올 뉴 카니발 2.2 디젤 9인승 하이리무진 프레스티지,2017.0,202.0,4.0,45.0,5071.0,2750.0,110000,0
현대 제네시스 쿠페 200 터보 P,2011.0,210.0,4.0,30.5,2723.0,890.0,110000,1
기아 올 뉴 쏘렌토 2.0 디젤 2WD 프레스티지,2017.0,186.0,4.0,41.0,2985.0,2450.0,20000,0
